Station Name,Measurement Timestamp,Air Temperature,Wind Speed,Barometric Pressure
63rd Street Weather Station,07/08/2015 03:00:00 AM,15.20,4.8,996.5
63rd Street Weather Station,07/08/2015 04:00:00 AM,15.20,4.0,996.4
63rd Street Weather Station,07/08/2015 05:00:00 AM,15.70,2.4,996.5
63rd Street Weather Station,07/08/2015 06:00:00 AM,16.00,5.3,996.7
63rd Street Weather Station,07/08/2015 07:00:00 AM,16.00,4.7,996.6
63rd Street Weather Station,07/08/2015 08:00:00 AM,16.00,2.4,997.0
63rd Street Weather Station,07/08/2015 09:00:00 AM,16.30,2.2,997.3
63rd Street Weather Station,07/08/2015 10:00:00 AM,16.70,2.8,997.2
63rd Street Weather Station,07/08/2015 11:00:00 AM,16.40,1.3,996.9
63rd Street Weather Station,07/08/2015 12:00:00 PM,16.30,2.1,996.7
63rd Street Weather Station,07/08/2015 01:00:00 PM,16.20,2.1,996.2
63rd Street Weather Station,07/08/2015 02:00:00 PM,16.40,1.6,995.7
63rd Street Weather Station,07/08/2015 03:00:00 PM,16.70,2.8,995.3
63rd Street Weather Station,07/08/2015 04:00:00 PM,16.40,2.0,995.1
63rd Street Weather Station,07/08/2015 05:00:00 PM,16.60,3.7,993.8
63rd Street Weather Station,07/08/2015 06:00:00 PM,16.60,1.6,993.2
63rd Street Weather Station,07/08/2015 07:00:00 PM,16.70,1.4,993.2
63rd Street Weather Station,07/08/2015 08:00:00 PM,16.70,2.7,993.3
63rd Street Weather Station,07/08/2015 09:00:00 PM,17.00,3.3,992.6
63rd Street Weather Station,07/08/2015 10:00:00 PM,17.40,1.7,992.4
63rd Street Weather Station,07/08/2015 11:00:00 PM,18.00,3.5,991.3
63rd Street Weather Station,07/08/2015 12:00:00 AM,15.80,6.9,996.2
63rd Street Weather Station,07/09/2015 01:00:00 AM,17.40,6.3,989.2
63rd Street Weather Station,07/09/2015 02:00:00 AM,17.30,5.3,988.9
63rd Street Weather Station,07/09/2015 03:00:00 AM,17.20,3.0,988.5
63rd Street Weather Station,07/09/2015 04:00:00 AM,16.80,5.3,988.8
63rd Street Weather Station,07/09/2015 05:00:00 AM,16.40,7.6,989.5
63rd Street Weather Station,07/09/2015 06:00:00 AM,16.50,6.9,990.5
63rd Street Weather Station,07/09/2015 07:00:00 AM,15.60,4.6,991.3
63rd Street Weather Station,07/09/2015 08:00:00 AM,15.80,4.1,992.0
63rd Street Weather Station,07/09/2015 09:00:00 AM,16.40,3.6,992.7
63rd Street Weather Station,07/09/2015 10:00:00 AM,17.00,3.0,993.0
63rd Street Weather Station,07/09/2015 11:00:00 AM,17.60,3.7,993.6
63rd Street Weather Station,07/09/2015 12:00:00 PM,17.90,4.5,994.0
63rd Street Weather Station,07/09/2015 01:00:00 PM,18.20,3.1,994.3
63rd Street Weather Station,07/09/2015 02:00:00 PM,17.70,4.2,994.2
63rd Street Weather Station,07/09/2015 03:00:00 PM,17.30,1.5,994.5
63rd Street Weather Station,07/09/2015 04:00:00 PM,17.40,2.5,994.5
63rd Street Weather Station,07/09/2015 05:00:00 PM,17.70,2.2,994.8
63rd Street Weather Station,07/09/2015 06:00:00 PM,18.60,0.0,994.8
63rd Street Weather Station,07/09/2015 07:00:00 PM,18.40,0.4,995.2
63rd Street Weather Station,07/09/2015 08:00:00 PM,17.90,1.3,994.8
63rd Street Weather Station,07/09/2015 09:00:00 PM,18.20,0.5,994.9
63rd Street Weather Station,07/09/2015 10:00:00 PM,18.30,0.5,995.7
63rd Street Weather Station,07/09/2015 11:00:00 PM,18.20,1.0,995.5
63rd Street Weather Station,07/09/2015 12:00:00 AM,17.80,2.9,990.7
63rd Street Weather Station,07/10/2015 01:00:00 AM,18.00,2.0,995.2
63rd Street Weather Station,07/10/2015 02:00:00 AM,17.70,2.6,995.3
63rd Street Weather Station,07/10/2015 03:00:00 AM,17.70,2.4,995.5
63rd Street Weather Station,07/10/2015 04:00:00 AM,17.70,2.4,995.6
63rd Street Weather Station,07/10/2015 05:00:00 AM,17.60,2.3,996.2
63rd Street Weather Station,07/10/2015 06:00:00 AM,17.60,2.1,996.7
63rd Street Weather Station,07/10/2015 07:00:00 AM,18.30,2.2,997.1
63rd Street Weather Station,07/10/2015 08:00:00 AM,19.90,1.1,997.2
63rd Street Weather Station,07/10/2015 09:00:00 AM,20.20,0.9,997.5
63rd Street Weather Station,07/10/2015 10:00:00 AM,19.30,2.5,997.7
63rd Street Weather Station,07/10/2015 11:00:00 AM,19.90,1.4,997.9
63rd Street Weather Station,07/10/2015 12:00:00 PM,20.60,1.0,997.8
63rd Street Weather Station,07/10/2015 01:00:00 PM,20.20,1.8,997.9
63rd Street Weather Station,07/10/2015 02:00:00 PM,20.80,2.5,997.5
63rd Street Weather Station,07/10/2015 03:00:00 PM,21.60,1.6,997.1
63rd Street Weather Station,07/10/2015 04:00:00 PM,21.80,0.4,996.7
63rd Street Weather Station,07/10/2015 05:00:00 PM,21.40,2.5,996.6
63rd Street Weather Station,07/10/2015 06:00:00 PM,21.70,0.3,996.5
63rd Street Weather Station,07/10/2015 07:00:00 PM,21.70,0.0,996.6
63rd Street Weather Station,07/10/2015 08:00:00 PM,21.20,0.0,996.9
63rd Street Weather Station,07/10/2015 09:00:00 PM,20.30,0.0,996.8
63rd Street Weather Station,07/10/2015 10:00:00 PM,21.10,0.8,997.7
63rd Street Weather Station,07/10/2015 11:00:00 PM,21.10,1.0,997.8
63rd Street Weather Station,07/10/2015 12:00:00 AM,18.30,1.4,995.3
63rd Street Weather Station,07/11/2015 01:00:00 AM,19.30,0.7,997.5
63rd Street Weather Station,07/11/2015 02:00:00 AM,19.40,0.7,997.5
63rd Street Weather Station,07/11/2015 03:00:00 AM,19.80,0.9,997.4
63rd Street Weather Station,07/11/2015 04:00:00 AM,18.80,0.9,997.6
63rd Street Weather Station,07/11/2015 05:00:00 AM,18.50,0.9,997.8
63rd Street Weather Station,07/11/2015 06:00:00 AM,18.70,1.2,997.9
63rd Street Weather Station,07/11/2015 07:00:00 AM,19.90,2.2,998.6
63rd Street Weather Station,07/11/2015 08:00:00 AM,22.00,0.0,998.3
63rd Street Weather Station,07/11/2015 09:00:00 AM,20.80,0.0,998.7
63rd Street Weather Station,07/11/2015 10:00:00 AM,21.30,0.4,998.8
63rd Street Weather Station,07/11/2015 11:00:00 AM,22.70,0.9,999.1
63rd Street Weather Station,07/11/2015 12:00:00 PM,24.90,1.7,998.6
63rd Street Weather Station,07/11/2015 01:00:00 PM,25.40,2.7,997.9
63rd Street Weather Station,07/11/2015 02:00:00 PM,22.70,0.9,997.2
63rd Street Weather Station,07/11/2015 03:00:00 PM,21.50,0.0,997.0
63rd Street Weather Station,07/11/2015 04:00:00 PM,21.40,1.1,997.0
63rd Street Weather Station,07/11/2015 05:00:00 PM,22.60,1.3,996.3
63rd Street Weather Station,07/11/2015 06:00:00 PM,21.70,0.0,995.8
63rd Street Weather Station,07/11/2015 07:00:00 PM,21.20,0.6,995.6
63rd Street Weather Station,07/11/2015 08:00:00 PM,20.90,0.0,995.0
63rd Street Weather Station,07/11/2015 09:00:00 PM,21.10,0.6,995.1
63rd Street Weather Station,07/11/2015 10:00:00 PM,22.50,2.4,994.5
63rd Street Weather Station,07/11/2015 11:00:00 PM,21.20,2.0,994.4
63rd Street Weather Station,07/11/2015 12:00:00 AM,19.80,0.6,997.7
63rd Street Weather Station,07/12/2015 02:00:00 AM,19.70,1.2,993.3
63rd Street Weather Station,07/12/2015 03:00:00 AM,19.40,1.0,993.2
63rd Street Weather Station,07/12/2015 04:00:00 AM,19.00,0.7,993.2
63rd Street Weather Station,07/12/2015 05:00:00 AM,19.20,1.6,993.6
63rd Street Weather Station,07/12/2015 06:00:00 AM,19.40,1.6,993.5
63rd Street Weather Station,07/12/2015 07:00:00 AM,19.20,2.4,993.8
63rd Street Weather Station,07/12/2015 08:00:00 AM,19.20,2.3,994.0
63rd Street Weather Station,07/12/2015 09:00:00 AM,20.90,0.4,994.0
63rd Street Weather Station,07/12/2015 10:00:00 AM,20.20,1.1,993.5
63rd Street Weather Station,07/12/2015 11:00:00 AM,20.80,1.9,993.5
63rd Street Weather Station,07/12/2015 12:00:00 PM,20.60,2.5,993.5
63rd Street Weather Station,07/12/2015 01:00:00 PM,20.90,2.3,993.2
63rd Street Weather Station,07/12/2015 02:00:00 PM,21.10,2.6,992.8
63rd Street Weather Station,07/12/2015 03:00:00 PM,21.80,2.4,992.6
63rd Street Weather Station,07/12/2015 04:00:00 PM,22.10,1.7,992.1
63rd Street Weather Station,07/12/2015 05:00:00 PM,22.10,1.9,991.6
63rd Street Weather Station,07/12/2015 06:00:00 PM,22.10,2.1,991.3
63rd Street Weather Station,07/12/2015 07:00:00 PM,22.00,0.6,991.0
63rd Street Weather Station,07/12/2015 08:00:00 PM,21.40,0.0,990.9
63rd Street Weather Station,07/12/2015 09:00:00 PM,21.40,0.0,991.1
63rd Street Weather Station,07/12/2015 10:00:00 PM,21.80,1.5,991.0
63rd Street Weather Station,07/12/2015 11:00:00 PM,24.30,3.7,990.4
63rd Street Weather Station,07/12/2015 12:00:00 AM,20.30,0.5,994.0
63rd Street Weather Station,07/13/2015 01:00:00 AM,23.60,2.7,989.4
63rd Street Weather Station,07/13/2015 02:00:00 AM,23.40,2.6,988.7
63rd Street Weather Station,07/13/2015 03:00:00 AM,23.10,3.1,987.6
63rd Street Weather Station,07/13/2015 04:00:00 AM,22.80,4.3,986.6
63rd Street Weather Station,07/13/2015 05:00:00 AM,22.70,3.0,986.0
63rd Street Weather Station,07/13/2015 06:00:00 AM,22.40,3.5,985.4
63rd Street Weather Station,07/13/2015 07:00:00 AM,22.60,4.5,986.8
63rd Street Weather Station,07/13/2015 08:00:00 AM,19.80,2.8,986.8
63rd Street Weather Station,07/13/2015 09:00:00 AM,20.30,4.9,984.7
63rd Street Weather Station,07/13/2015 10:00:00 AM,19.60,0.0,985.0
63rd Street Weather Station,07/13/2015 11:00:00 AM,23.30,3.2,984.6
63rd Street Weather Station,07/13/2015 12:00:00 PM,25.30,4.4,984.0
63rd Street Weather Station,07/13/2015 01:00:00 PM,26.50,4.1,983.9
63rd Street Weather Station,07/13/2015 02:00:00 PM,27.70,3.4,983.5
63rd Street Weather Station,07/13/2015 03:00:00 PM,28.70,4.8,982.8
63rd Street Weather Station,07/13/2015 04:00:00 PM,29.40,4.1,982.3
63rd Street Weather Station,07/13/2015 05:00:00 PM,29.60,3.0,981.3
63rd Street Weather Station,07/13/2015 06:00:00 PM,30.10,3.5,980.6
63rd Street Weather Station,07/13/2015 07:00:00 PM,30.20,2.3,980.3
63rd Street Weather Station,07/13/2015 08:00:00 PM,27.60,4.2,979.7
63rd Street Weather Station,07/13/2015 09:00:00 PM,26.80,3.2,979.4
63rd Street Weather Station,07/13/2015 10:00:00 PM,22.40,2.3,979.8
63rd Street Weather Station,07/13/2015 11:00:00 PM,23.70,1.5,980.0
63rd Street Weather Station,07/13/2015 12:00:00 AM,24.00,3.0,990.0
63rd Street Weather Station,07/14/2015 01:00:00 AM,25.70,2.9,978.4
63rd Street Weather Station,07/14/2015 02:00:00 AM,25.00,2.4,978.7
63rd Street Weather Station,07/14/2015 03:00:00 AM,24.10,2.2,978.9
63rd Street Weather Station,07/14/2015 04:00:00 AM,23.60,2.4,979.2
63rd Street Weather Station,07/14/2015 05:00:00 AM,23.20,1.5,979.1
63rd Street Weather Station,07/14/2015 06:00:00 AM,23.10,2.4,979.5
63rd Street Weather Station,07/14/2015 07:00:00 AM,24.20,3.2,979.4
63rd Street Weather Station,07/14/2015 08:00:00 AM,25.10,2.3,980.3
63rd Street Weather Station,07/14/2015 09:00:00 AM,26.10,3.9,980.8
63rd Street Weather Station,07/14/2015 10:00:00 AM,26.10,5.4,980.9
63rd Street Weather Station,07/14/2015 11:00:00 AM,21.50,3.7,981.9
63rd Street Weather Station,07/14/2015 12:00:00 PM,21.40,3.3,982.6
63rd Street Weather Station,07/14/2015 01:00:00 PM,21.30,3.3,983.0
63rd Street Weather Station,07/14/2015 02:00:00 PM,21.20,3.8,983.3
63rd Street Weather Station,07/14/2015 03:00:00 PM,21.20,3.8,984.2
63rd Street Weather Station,07/14/2015 04:00:00 PM,20.30,5.0,985.2
63rd Street Weather Station,07/14/2015 05:00:00 PM,19.60,6.2,985.8
63rd Street Weather Station,07/14/2015 06:00:00 PM,19.20,6.2,986.2
63rd Street Weather Station,07/14/2015 07:00:00 PM,18.70,6.5,986.4
63rd Street Weather Station,07/14/2015 08:00:00 PM,18.50,7.2,986.7
63rd Street Weather Station,07/14/2015 09:00:00 PM,17.90,7.2,987.2
63rd Street Weather Station,07/14/2015 10:00:00 PM,18.10,8.2,988.9
63rd Street Weather Station,07/14/2015 11:00:00 PM,17.70,7.6,989.3
63rd Street Weather Station,07/14/2015 12:00:00 AM,24.10,3.4,977.7
63rd Street Weather Station,07/15/2015 01:00:00 AM,17.10,8.0,990.1
63rd Street Weather Station,07/15/2015 02:00:00 AM,17.00,5.3,990.9
63rd Street Weather Station,07/15/2015 03:00:00 AM,16.70,4.6,990.5
63rd Street Weather Station,07/15/2015 04:00:00 AM,16.50,7.0,991.0
63rd Street Weather Station,07/15/2015 05:00:00 AM,16.60,6.6,991.5
63rd Street Weather Station,07/15/2015 06:00:00 AM,16.70,4.5,991.3
63rd Street Weather Station,07/15/2015 07:00:00 AM,17.00,3.2,992.2
63rd Street Weather Station,07/15/2015 08:00:00 AM,17.30,4.0,993.0
63rd Street Weather Station,07/15/2015 09:00:00 AM,17.50,2.8,993.5
63rd Street Weather Station,07/15/2015 10:00:00 AM,17.30,6.1,993.7
63rd Street Weather Station,07/15/2015 11:00:00 AM,17.70,4.6,993.8
63rd Street Weather Station,07/15/2015 12:00:00 PM,17.60,5.9,994.0
63rd Street Weather Station,07/15/2015 01:00:00 PM,18.00,4.7,994.2
63rd Street Weather Station,07/15/2015 02:00:00 PM,18.20,4.8,994.6
63rd Street Weather Station,07/15/2015 03:00:00 PM,18.30,5.6,994.7
63rd Street Weather Station,07/15/2015 04:00:00 PM,18.70,4.2,994.6
63rd Street Weather Station,07/15/2015 05:00:00 PM,18.80,2.7,994.7
63rd Street Weather Station,07/15/2015 06:00:00 PM,18.70,3.5,993.9
63rd Street Weather Station,07/15/2015 07:00:00 PM,18.50,3.5,994.0
63rd Street Weather Station,07/15/2015 08:00:00 PM,18.30,4.0,993.9
63rd Street Weather Station,07/15/2015 09:00:00 PM,17.70,3.7,993.8
63rd Street Weather Station,07/15/2015 10:00:00 PM,17.60,1.6,994.2
63rd Street Weather Station,07/15/2015 11:00:00 PM,18.10,4.2,994.3
63rd Street Weather Station,07/15/2015 12:00:00 AM,17.40,8.2,990.0
63rd Street Weather Station,07/16/2015 01:00:00 AM,17.90,1.7,994.1
63rd Street Weather Station,07/16/2015 02:00:00 AM,17.70,0.9,994.7
63rd Street Weather Station,07/16/2015 03:00:00 AM,17.70,1.3,994.2
63rd Street Weather Station,07/16/2015 04:00:00 AM,17.80,1.6,993.9
63rd Street Weather Station,07/16/2015 05:00:00 AM,17.80,1.7,994.1
63rd Street Weather Station,07/16/2015 06:00:00 AM,18.00,0.4,994.3
63rd Street Weather Station,07/16/2015 07:00:00 AM,18.30,0.0,994.0
63rd Street Weather Station,07/16/2015 08:00:00 AM,19.40,0.6,994.1
63rd Street Weather Station,07/16/2015 09:00:00 AM,20.90,1.7,994.5
63rd Street Weather Station,07/16/2015 11:00:00 AM,19.30,2.7,994.0
63rd Street Weather Station,07/16/2015 12:00:00 PM,20.00,3.1,993.9
63rd Street Weather Station,07/16/2015 01:00:00 PM,21.30,2.1,992.9
63rd Street Weather Station,07/16/2015 02:00:00 PM,22.40,2.7,992.4
63rd Street Weather Station,07/16/2015 03:00:00 PM,22.70,3.0,990.1
63rd Street Weather Station,07/16/2015 04:00:00 PM,24.60,3.3,989.6
63rd Street Weather Station,07/16/2015 05:00:00 PM,24.70,2.5,989.7
63rd Street Weather Station,07/16/2015 06:00:00 PM,22.30,0.5,989.7
63rd Street Weather Station,07/16/2015 07:00:00 PM,19.20,2.0,989.3
63rd Street Weather Station,07/16/2015 08:00:00 PM,19.70,2.2,988.6
63rd Street Weather Station,07/16/2015 09:00:00 PM,20.20,0.0,988.7
63rd Street Weather Station,07/16/2015 10:00:00 PM,21.00,1.3,987.9
63rd Street Weather Station,07/16/2015 11:00:00 PM,22.70,4.3,986.9
63rd Street Weather Station,07/16/2015 12:00:00 AM,17.90,2.7,994.3
63rd Street Weather Station,07/17/2015 01:00:00 AM,22.90,2.6,986.5
63rd Street Weather Station,07/17/2015 02:00:00 AM,23.00,1.8,985.9
63rd Street Weather Station,07/17/2015 03:00:00 AM,23.30,2.6,985.7
63rd Street Weather Station,07/17/2015 04:00:00 AM,23.30,3.0,985.2
63rd Street Weather Station,07/17/2015 05:00:00 AM,23.00,2.1,985.3
63rd Street Weather Station,07/17/2015 06:00:00 AM,22.90,1.7,986.0
63rd Street Weather Station,07/17/2015 07:00:00 AM,23.80,2.7,986.1
63rd Street Weather Station,07/17/2015 08:00:00 AM,25.40,4.9,986.1
63rd Street Weather Station,07/17/2015 09:00:00 AM,27.00,3.8,986.6
63rd Street Weather Station,07/17/2015 10:00:00 AM,28.50,3.6,986.3
63rd Street Weather Station,07/17/2015 11:00:00 AM,29.50,2.0,986.6
63rd Street Weather Station,07/17/2015 12:00:00 PM,30.40,3.9,986.3
63rd Street Weather Station,07/17/2015 01:00:00 PM,31.60,2.8,986.4
63rd Street Weather Station,07/17/2015 02:00:00 PM,32.00,3.9,986.3
63rd Street Weather Station,07/17/2015 03:00:00 PM,32.70,2.6,985.8
63rd Street Weather Station,07/17/2015 04:00:00 PM,32.90,3.9,985.3
63rd Street Weather Station,07/17/2015 05:00:00 PM,32.60,2.5,985.6
63rd Street Weather Station,07/17/2015 06:00:00 PM,33.60,2.5,985.7
63rd Street Weather Station,07/17/2015 07:00:00 PM,32.30,1.9,985.0
63rd Street Weather Station,07/17/2015 08:00:00 PM,31.00,1.7,986.0
63rd Street Weather Station,07/17/2015 09:00:00 PM,24.30,1.0,987.0
63rd Street Weather Station,07/17/2015 10:00:00 PM,27.60,2.5,987.7
63rd Street Weather Station,07/17/2015 11:00:00 PM,25.80,2.9,988.0
63rd Street Weather Station,07/17/2015 12:00:00 AM,22.50,2.2,986.9
63rd Street Weather Station,07/18/2015 01:00:00 AM,25.30,3.8,988.1
63rd Street Weather Station,07/18/2015 02:00:00 AM,26.30,2.5,988.3
63rd Street Weather Station,07/18/2015 03:00:00 AM,25.90,1.6,988.2
63rd Street Weather Station,07/18/2015 04:00:00 AM,25.20,2.2,987.8
63rd Street Weather Station,07/18/2015 05:00:00 AM,24.40,2.8,987.8
63rd Street Weather Station,07/18/2015 06:00:00 AM,23.70,1.7,988.2
63rd Street Weather Station,07/18/2015 07:00:00 AM,24.40,2.4,988.6
63rd Street Weather Station,07/18/2015 08:00:00 AM,26.50,3.0,989.0
63rd Street Weather Station,07/18/2015 09:00:00 AM,28.50,4.3,988.8
63rd Street Weather Station,07/18/2015 10:00:00 AM,27.40,2.2,988.6
63rd Street Weather Station,07/18/2015 11:00:00 AM,22.30,9.4,989.7
63rd Street Weather Station,07/18/2015 12:00:00 PM,22.00,0.0,989.6
63rd Street Weather Station,07/18/2015 01:00:00 PM,23.50,2.3,988.7
63rd Street Weather Station,07/18/2015 02:00:00 PM,26.00,1.0,987.7
63rd Street Weather Station,07/18/2015 03:00:00 PM,32.30,4.7,986.5
63rd Street Weather Station,07/18/2015 04:00:00 PM,29.50,4.5,987.4
63rd Street Weather Station,07/18/2015 05:00:00 PM,29.60,3.4,988.4
63rd Street Weather Station,07/18/2015 06:00:00 PM,21.50,2.2,988.0
63rd Street Weather Station,07/18/2015 08:00:00 PM,24.70,2.0,988.3
63rd Street Weather Station,07/18/2015 09:00:00 PM,24.90,1.6,988.5
63rd Street Weather Station,07/18/2015 10:00:00 PM,25.60,2.9,988.7
63rd Street Weather Station,07/18/2015 11:00:00 PM,26.50,2.9,988.7
63rd Street Weather Station,07/18/2015 12:00:00 AM,25.30,3.1,988.1
63rd Street Weather Station,07/19/2015 03:00:00 AM,26.10,2.9,988.5
63rd Street Weather Station,07/19/2015 04:00:00 AM,25.60,2.4,988.2
63rd Street Weather Station,07/19/2015 05:00:00 AM,24.90,1.5,988.5
63rd Street Weather Station,07/19/2015 06:00:00 AM,24.90,1.7,988.8
63rd Street Weather Station,07/19/2015 07:00:00 AM,25.30,2.5,989.1
63rd Street Weather Station,07/19/2015 08:00:00 AM,26.50,2.3,989.5
63rd Street Weather Station,07/19/2015 09:00:00 AM,24.90,3.1,990.3
63rd Street Weather Station,07/19/2015 10:00:00 AM,24.10,2.7,990.7
63rd Street Weather Station,07/19/2015 11:00:00 AM,24.50,1.0,990.8
63rd Street Weather Station,07/19/2015 12:00:00 PM,25.60,0.4,990.7
63rd Street Weather Station,07/19/2015 01:00:00 PM,24.80,1.6,990.3
63rd Street Weather Station,07/19/2015 02:00:00 PM,24.30,1.2,989.8
63rd Street Weather Station,07/19/2015 03:00:00 PM,24.60,1.6,989.5
63rd Street Weather Station,07/19/2015 04:00:00 PM,24.60,1.2,988.8
63rd Street Weather Station,07/19/2015 05:00:00 PM,23.00,3.8,989.1
63rd Street Weather Station,07/19/2015 06:00:00 PM,22.60,0.7,988.8
63rd Street Weather Station,07/19/2015 07:00:00 PM,21.90,0.7,988.5
63rd Street Weather Station,07/19/2015 08:00:00 PM,22.70,2.3,989.4
63rd Street Weather Station,07/19/2015 09:00:00 PM,23.20,1.3,989.7
63rd Street Weather Station,07/19/2015 10:00:00 PM,22.90,0.0,990.1
63rd Street Weather Station,07/19/2015 11:00:00 PM,23.20,0.8,989.9
63rd Street Weather Station,07/19/2015 12:00:00 AM,26.80,3.3,988.8
63rd Street Weather Station,07/20/2015 08:00:00 AM,23.00,2.5,988.3
63rd Street Weather Station,07/20/2015 09:00:00 AM,24.40,2.6,988.0
63rd Street Weather Station,07/20/2015 10:00:00 AM,26.00,4.1,988.1
63rd Street Weather Station,07/20/2015 11:00:00 AM,26.60,2.3,988.0
63rd Street Weather Station,07/20/2015 12:00:00 PM,27.70,1.9,987.6
63rd Street Weather Station,07/20/2015 01:00:00 PM,28.60,3.3,987.1
63rd Street Weather Station,07/20/2015 02:00:00 PM,29.80,4.7,986.4
63rd Street Weather Station,07/20/2015 03:00:00 PM,29.60,4.1,985.6
63rd Street Weather Station,07/20/2015 04:00:00 PM,29.50,4.6,985.4
63rd Street Weather Station,07/20/2015 05:00:00 PM,29.00,1.7,985.1
63rd Street Weather Station,07/20/2015 06:00:00 PM,28.40,1.4,985.1
63rd Street Weather Station,07/20/2015 07:00:00 PM,28.60,1.0,984.9
63rd Street Weather Station,07/20/2015 08:00:00 PM,28.10,3.3,984.7
63rd Street Weather Station,07/20/2015 09:00:00 PM,26.40,3.1,984.9
63rd Street Weather Station,07/20/2015 10:00:00 PM,25.50,1.6,985.6
63rd Street Weather Station,07/20/2015 11:00:00 PM,24.90,2.2,985.7
63rd Street Weather Station,07/20/2015 12:00:00 AM,22.60,0.6,989.9
63rd Street Weather Station,07/21/2015 01:00:00 AM,24.90,1.2,986.0
63rd Street Weather Station,07/21/2015 02:00:00 AM,24.90,2.3,985.9
63rd Street Weather Station,07/21/2015 03:00:00 AM,23.60,5.2,986.0
63rd Street Weather Station,07/21/2015 04:00:00 AM,21.80,5.1,986.6
63rd Street Weather Station,07/21/2015 05:00:00 AM,21.10,6.2,987.0
63rd Street Weather Station,07/21/2015 06:00:00 AM,21.00,6.5,987.7
63rd Street Weather Station,07/21/2015 07:00:00 AM,20.90,4.6,988.2
63rd Street Weather Station,07/21/2015 08:00:00 AM,20.90,5.5,989.2
63rd Street Weather Station,07/21/2015 09:00:00 AM,21.20,5.2,989.7
63rd Street Weather Station,07/21/2015 10:00:00 AM,21.60,3.8,990.2
63rd Street Weather Station,07/21/2015 11:00:00 AM,22.20,2.8,991.2
63rd Street Weather Station,07/21/2015 12:00:00 PM,21.60,2.2,990.8
63rd Street Weather Station,07/21/2015 01:00:00 PM,21.50,4.0,990.8
63rd Street Weather Station,07/21/2015 02:00:00 PM,21.70,3.1,990.9
63rd Street Weather Station,07/21/2015 03:00:00 PM,21.80,3.0,990.5
63rd Street Weather Station,07/21/2015 04:00:00 PM,21.40,1.2,990.4
63rd Street Weather Station,07/21/2015 05:00:00 PM,22.50,0.4,990.4
63rd Street Weather Station,07/21/2015 06:00:00 PM,23.10,0.0,990.0
63rd Street Weather Station,07/21/2015 07:00:00 PM,22.60,0.7,989.9
63rd Street Weather Station,07/21/2015 08:00:00 PM,21.50,0.7,990.2
63rd Street Weather Station,07/21/2015 09:00:00 PM,21.30,0.5,990.7
63rd Street Weather Station,07/21/2015 10:00:00 PM,21.20,0.0,991.2
63rd Street Weather Station,07/21/2015 11:00:00 PM,21.50,1.5,991.4
63rd Street Weather Station,07/21/2015 12:00:00 AM,24.80,1.5,986.0
63rd Street Weather Station,07/22/2015 01:00:00 AM,21.70,1.5,991.6
63rd Street Weather Station,07/22/2015 02:00:00 AM,21.50,1.7,991.8
63rd Street Weather Station,07/22/2015 03:00:00 AM,21.20,1.6,991.9
63rd Street Weather Station,07/22/2015 04:00:00 AM,20.90,1.9,991.9
63rd Street Weather Station,07/22/2015 05:00:00 AM,20.60,0.8,992.1
63rd Street Weather Station,07/22/2015 06:00:00 AM,20.10,1.6,992.2
63rd Street Weather Station,07/22/2015 07:00:00 AM,22.10,0.6,992.4
63rd Street Weather Station,07/22/2015 08:00:00 AM,22.20,1.1,992.8
63rd Street Weather Station,07/22/2015 09:00:00 AM,22.00,0.8,992.9
63rd Street Weather Station,07/22/2015 10:00:00 AM,22.30,1.3,993.1
63rd Street Weather Station,07/22/2015 11:00:00 AM,22.10,1.4,993.4
63rd Street Weather Station,07/22/2015 12:00:00 PM,22.30,1.4,993.1
63rd Street Weather Station,07/22/2015 01:00:00 PM,22.60,2.3,992.9
63rd Street Weather Station,07/22/2015 02:00:00 PM,22.90,2.2,992.6
63rd Street Weather Station,07/22/2015 03:00:00 PM,23.20,0.5,992.4
63rd Street Weather Station,07/22/2015 04:00:00 PM,23.70,1.9,992.2
63rd Street Weather Station,07/22/2015 05:00:00 PM,23.30,1.1,992.1
63rd Street Weather Station,07/22/2015 06:00:00 PM,23.80,0.4,992.0
63rd Street Weather Station,07/22/2015 07:00:00 PM,22.60,0.5,991.9
63rd Street Weather Station,07/22/2015 08:00:00 PM,22.60,0.8,991.7
63rd Street Weather Station,07/22/2015 09:00:00 PM,22.90,1.3,992.0
63rd Street Weather Station,07/22/2015 10:00:00 PM,24.20,1.8,992.5
63rd Street Weather Station,07/22/2015 11:00:00 PM,23.80,1.2,992.8
63rd Street Weather Station,07/22/2015 12:00:00 AM,21.40,0.8,991.8
63rd Street Weather Station,07/23/2015 01:00:00 AM,22.30,1.0,993.4
63rd Street Weather Station,07/23/2015 02:00:00 AM,21.90,1.0,993.0
63rd Street Weather Station,07/23/2015 03:00:00 AM,21.20,1.0,993.0
63rd Street Weather Station,07/23/2015 04:00:00 AM,20.70,1.2,993.0
63rd Street Weather Station,07/23/2015 05:00:00 AM,20.20,0.8,993.2
63rd Street Weather Station,07/23/2015 06:00:00 AM,20.10,1.8,993.5
63rd Street Weather Station,07/23/2015 07:00:00 AM,21.40,1.6,993.8
63rd Street Weather Station,07/23/2015 08:00:00 AM,23.70,1.1,994.1
63rd Street Weather Station,07/23/2015 09:00:00 AM,24.50,1.2,994.2
63rd Street Weather Station,07/23/2015 10:00:00 AM,24.10,2.0,994.3
63rd Street Weather Station,07/23/2015 11:00:00 AM,23.30,2.5,994.2
63rd Street Weather Station,07/23/2015 12:00:00 PM,23.70,2.5,994.3
